IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive;
1279;7fc71135-ee3b-443c-a859-90672936e0c1;Jameson Fire;Jameson Rd and Clay Canyon Dr., south of Corona;33.7866;-117.5048;12;100%;;Riverside;2018-01-09 09:54:00;2017-04-30;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/4/30/jameson-fire/;N;
1280;f5237d47-f15b-4f4b-8b1c-6f11235f954d;Fay Fire;Fay Ranch Rd, northeast of Lake Isabella;35.71704;-118.30601;19;100%;;Kern;2018-01-09 09:54:00;2017-05-01;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/5/1/fay-fire/;N;
1281;87d7fb46-00f9-4bae-ba35-a7ef8e58a70e;Olive Fire;Off Highway 41, north of Cholame;35.78286;-120.22647;130;100%;;San Luis Obispo;2018-01-09 09:54:00;2017-05-02;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/5/2/olive-fire/;N;
1282;c7e3bcbf-1065-4e45-a4a3-bf0b5ac6aa23;Shandon Fire;Off Lucy Brown Rd, in Shandon;35.6879;-120.3317;12;100%;;San Luis Obispo;2018-01-09 09:55:00;2017-05-07;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/5/7/shandon-fire/;N;
1283;eca1021e-dfea-4dec-8470-c0eb7e4d479b;Sonoma Fire;off Sonoma Ave & Cerini Ave, west of Helm ;36.45491;-120.2445;400;100%;;Fresno;2018-01-09 09:55:00;2017-05-10;CAL FIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/5/10/sonoma-fire/;N;
1284;5115a26e-e8e8-42cd-9aeb-f5c41efd770a;Hub Fire;Red Hill Road and Schick Road, 2 miles east of Lake Isabella;35.60001;-118.4683;31;100%;;Kern;2018-01-09 09:55:00;2017-05-12;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/5/12/hub-fire/;N;
1285;63a81990-8521-409d-9c22-92d1c33e0353;Wright Fire;Hwy 152 and Arburura Road, southwest of Los Banos;36.96655;-120.89261;1,800;100%;;Merced;2018-01-09 09:56:00;2017-05-12;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/5/12/wright-fire/;N;
1286;1423af4f-16d5-4f19-a01d-fc3ebc124201;Nacimiento Fire;Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley;35.77082;-120.92482;20;100%;;Monterey;2018-01-09 09:56:00;2017-05-14;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/5/14/nacimiento-fire/;N;
1287;48c4b519-eaf5-4ae8-9470-31e8770a70ac;Canyon Fire;Highway 79, south of Dump Road, Beaumont;33.88466;-116.99229;17;100%;;Riverside;2018-01-09 09:56:00;2017-05-14;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/5/14/canyon-fire/;N;
1288;9f416f37-a8ca-4127-a6b7-02626fd32e06;Feed Fire;Sabastian Rd and Wheeler, southeast of Arvin ;35.05076;-118.90004;41;100%;;Kern;2018-01-09 09:57:00;2017-05-14;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/5/14/feed-fire/;N;
1289;5b3329f4-1e37-4b5a-9ed6-6f8d74f495c3;Arrow Fire;off of Soda Lake;35.21177;-119.87525;225;100%;;San Luis Obispo;2018-01-09 09:57:00;2017-05-15;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/5/15/arrow-fire/;N;
1290;0fc2a05e-689f-4c7c-b2b4-a987840b4f2c;Bravo Fire;Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming;35.41283;-118.84466;288;100%;;Kern;2018-01-09 09:58:00;2017-05-15;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/5/15/bravo-fire/;N;
1291;75bb079a-1de8-4824-a933-e19f69948438;Pine Fire;off of Hwy 198 and Pine Valley Road, southwest of King City;36.1727;-120.86682;18;100%;;Monterey;2018-01-09 09:58:00;2017-05-16;CAL FIRE San Benito - Monterey Unit;;https://www.fire.ca.gov/incidents/2017/5/16/pine-fire/;N;
1292;2d12b95c-3f4e-41bc-a771-8ae2cb80b99e;Lonoak Fire;Lonoak Road and Airline Road, east of King City;36.2771;-120.94328;17;100%;;Monterey;2018-01-09 09:59:00;2017-05-17;CAL FIRE San Benito Monterey Unit;;https://www.fire.ca.gov/incidents/2017/5/17/lonoak-fire/;N;
1293;9a555129-982b-486f-a333-c96b3f9c4d2e;41 Fire;off of Hwy 41 and Ave 11, north of Fresno;36.90967;-119.79315;150;100%;;Madera;2018-01-09 10:01:00;2017-05-17;Madera County Fire Department;;https://www.fire.ca.gov/incidents/2017/5/17/41-fire/;N;
1294;048c085b-3162-4906-beef-7aa2ba1b868d;Camp Fire;off of Hwy 1 & Range Rd, northeast of San Luis Obispo ;35.34541;-120.76464;225;100%;;San Luis Obispo;2018-01-09 10:03:00;2017-05-18;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/5/18/camp-fire/;N;
1295;65062933-27cf-48d7-8e4c-9a7ac78e65ff;Elm Fire;off of Hwy 198 & Fire Stone, south of Coalinga;36.12089;-120.37116;10,343;100%;;Fresno;2018-01-09 10:04:00;2017-05-18;CAL FIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/5/18/elm-fire/;N;
1296;3fce8146-ff21-4399-9a94-f37124b34331;City Fire;off of Hwy 41 & I-5, south of Kettleman City;35.983;-119.91508;20;100%;;Kings;2018-01-09 10:04:00;2017-05-18;CAL FIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/5/18/city-fire/;N;
1297;9348a031-c7b3-4165-890a-37a7eb7405db;Moraga Fire;Avenue Juan Diaz and Riverside Drive, Jurupa Valley;33.97155;-117.44148;14;100%;;Riverside;2018-01-09 10:05:00;2017-05-18;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/5/18/moraga-fire/;N;
1298;b3fc6dff-f13a-41c4-b7f3-e9e960a941d5;Manning Fire;Interstate 5 and Manning Avenue, north of Coalinga;36.60736;-120.5828;70;100%;;Fresno;2018-01-09 10:05:00;2017-05-19;CAL FIRE Fresno-Kings Unit;;https://www.fire.ca.gov/incidents/2017/5/19/manning-fire/;N;
1299;fcb8579e-7469-4c9e-9eac-527264e6f26b;Taglio Fire;Interstate 5 near Taglio Road, Gustine;37.21812;-121.07761;12;100%;;Merced;2018-01-09 10:05:00;1969-12-31;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/12/31/taglio-fire/;N;
1300;5bfc7c8f-0d7f-4b14-903b-00014014c14b;Range Fire;off of San Antonio Drive and Hwy 101, Camp Roberts;35.85253;-120.80411;0;100%;;San Luis Obispo;2018-01-09 10:05:00;2017-05-19;Department of Defense - Camp Roberts;;https://www.fire.ca.gov/incidents/2017/5/19/range-fire/;N;
1301;3d595f75-d59e-4453-b25c-48207b02f529;Deluz Fire;Camp Pendleton, north of India Training Area;33.3906;-117.32348;486;100%;;San Diego;2018-01-09 10:06:00;2017-05-19;Camp Pendleton Marine Base;;https://www.fire.ca.gov/incidents/2017/5/19/deluz-fire/;N;
1302;c4d0a25f-02f6-4877-a944-8f5d50bf2335;Gate Fire;off of Hwy 94 and Otay Truck Trail, northwest of Dulzura;32.65597;-116.80527;2,056;100%;;San Diego;2018-01-09 10:06:00;2017-05-20;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2017/5/20/gate-fire/;N;
1303;fbc11fc4-573b-465f-a9ac-a879ee2cdda2;Rocky Fire;off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero;35.556667;-120.474;17;100%;;San Luis Obispo;2018-01-09 10:06:00;2017-05-20;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/5/20/rocky-fire/;N;
1304;39967485-2cf1-4f0e-9cf1-ccfd25f6e2bf;Ming Fire;Round Mountain Road and Amaya Court, north of Lake Ming;35.4605;-118.85896;506;100%;;Kern;2018-01-09 10:07:00;2017-05-20;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/5/20/ming-fire/;N;
1305;fccf2545-cab8-452e-829c-8379054831f0;Moreno Fire;Ironwood Avenue and Moreno Beach Drive;33.94673;-117.17773;10;100%;;Riverside;2021-06-04 10:48:19;2017-05-23;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/5/23/moreno-fire/;N;
1306;06b43461-94d0-4379-a1d6-fd26ba93ceea;Wasioja Fire;Wasioja Road and Hwy 166, east of New Cuyama ;34.9465;-119.8036;190;100%;;Santa Barbara;2018-01-09 10:07:00;2017-05-20;Santa Barbara County;;https://www.fire.ca.gov/incidents/2017/5/20/wasioja-fire/;N;
1307;9b9bf8b4-8378-46e5-a760-67e89e2279e2;Ribbonwood Fire;Off of Ribbonwood Road and Interstate 8, east of El Cajon;32.679;-116.29296;25;100%;;San Diego;2018-01-09 10:10:00;2017-05-24;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2017/5/24/ribbonwood-fire/;N;
1308;f5ef2d0f-66a7-4d75-a9e8-03c42524d723;Bitterwater Fire;Bitterwater Rd X Hwy 25, east of King City;36.35578;-120.99552;21;100%;;San Benito;2018-01-09 10:07:00;2017-05-22;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/5/22/bitterwater-fire/;N;
1309;54ddf2ef-28b0-4c34-bfe0-1d084f4f57e2;Smiley Fire;Reche Canyon Road and Smiley Boulevard;33.96419;-117.20507;35;100%;;Riverside;2018-01-09 10:07:00;2017-05-21;CAL FIRE/ Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/5/21/smiley-fire/;N;
1310;bd671dbd-dd3c-413e-b453-4002e382325d;Range Fire; Basilone Road X Las Pulgas Road;33.34988;-117.39818;1,000;100%;;San Diego;2018-01-09 10:17:00;2017-05-25;Camp Pendleton Marine Base;;https://www.fire.ca.gov/incidents/2017/5/25/range-fire/;N;
1311;45a205f4-bcd2-44bd-886b-26260c686ce7;Lamb Fire;Lamb Canyon & Dump Road, north of Hemet ;33.88287;-116.99651;120;100%;;Riverside;2018-01-09 10:16:00;2017-05-25;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/5/25/lamb-fire/;N;
1312;6fa64139-e5d1-4134-b012-5c1b272ac89a;Champagne Fire;10 miles West of Rosamond;34.87128;-118.35296;10;100%;;Kern;2018-01-09 10:17:00;2017-05-28;Kern County Fire Department;;https://www.fire.ca.gov/incidents/2017/5/28/champagne-fire/;N;
1313;7272decf-0ae8-47aa-b46c-00fc4cd04816;Rusty Fire;off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis;36.96642;-119.58292;16;100%;;Fresno;2018-01-09 10:17:00;2017-05-28;CAL FIRE Fresno-Kings Unit;;https://www.fire.ca.gov/incidents/2017/5/28/rusty-fire/;N;
1314;2db503da-a7b2-47a6-92a6-697799eb63f1;Serenas Fire;off Avenue 64 and Las Serenas Street;33.58577;-116.07429;48;100%;;Riverside;2018-01-09 10:21:00;2017-05-28;CAL FIRE Riverside Unit;;https://www.fire.ca.gov/incidents/2017/5/28/serenas-fire/;N;
1315;42f21a81-e0a3-4b4d-b837-2e6e2efd75a4;Lombardi Fire;off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill;38.19906;-120.83484;15;100%;;Calaveras;2018-01-09 10:21:00;2017-05-28;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2017/5/28/lombardi-fire/;N;
1316;21e9f99a-35a5-41cd-a44b-92363fbf5081;Panoche Fire;off Panoche Rd. 4 miles W of I-5 (Fresno County). ;36.61332;-120.7109;18;100%;;Fresno;2018-01-09 10:21:00;2017-05-28;CAL FIRE Fresno-Kings Unit;;https://www.fire.ca.gov/incidents/2017/5/28/panoche-fire/;N;
1317;524b1e23-8921-4195-812d-7ec8ee5020b7;Matz Fire;Big Morongo Canyon Preserve, Morongo Valley;34.04412;-116.55326;16;100%;;San Bernardino;2018-01-09 10:22:00;2017-05-29;CAL FIRE San Bernardino Unit;;https://www.fire.ca.gov/incidents/2017/5/29/matz-fire/;N;
1318;92d70dc0-19af-4c87-ab01-8c7051caab73;Fountain Fire ;off Avenue 56 & Road 256, 2 miles east of Ducor;35.89423;-119.00334;79;100%;;Tulare;2018-01-09 10:23:00;2017-05-31;CAL FIRE Tulare Unit;;https://www.fire.ca.gov/incidents/2017/5/31/fountain-fire/;N;
1319;67d31514-620f-49d1-b4bd-a3a92efd48ca;Twenty Fire;off Hwy 20 and Escheman Ln, East of Brown;39.23205;-121.376;10;100%;;Yuba;2018-01-09 10:22:00;2017-05-29;CAL FIRE Nevada-Yuba-Placer Unit;;https://www.fire.ca.gov/incidents/2017/5/29/twenty-fire/;N;
1320;bf3148c5-75dd-4f79-8b3b-c5b483065b47;Clay Fire;off Clay East Rd, east of Herald;38.33707;-121.11113;68;100%;;Sacramento;2018-01-09 10:22:00;2017-06-01;CAL FIRE Amador-El Dorado Unit;;https://www.fire.ca.gov/incidents/2017/6/1/clay-fire/;N;
1321;663d291c-7ba8-415d-9cab-58d41a886cfd;Fairview Fire;Fairview Road & Old Morongo Road, west of Desert Hot Springs ;33.94788;-116.59719;26;100%;;Riverside;2018-01-09 10:23:00;2017-06-01;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/1/fairview-fire/;N;
1322;adf741f6-5416-41c5-af26-01240cc361cf;Elk Fire;4 miles south of Buttonwillow ;35.188;-119.2877;16;100%;;Kern;2018-01-09 10:23:00;2017-06-02;Kern County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/2/elk-fire/;N;
1323;7967c729-4693-47a1-b1bc-1d82825ca8db;Jones Fire;Off Hwy 395, south of Alturas;41.38247;-120.53443;42;100%;;Modoc;2018-01-09 10:24:00;2017-06-03;CAL FIRE Lassen-Modoc Unit;;https://www.fire.ca.gov/incidents/2017/6/3/jones-fire/;N;
1324;b0ffe2e4-ae61-4ad9-b1cc-bf31ff254d8d;Vernon Fire;Off Soboba Road in San Jacinto;33.82165;-116.96079;27;100%;;Riverside;2018-01-09 10:24:00;2017-06-03;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/3/vernon-fire/;N;
1325;14e249f0-f21c-4d2f-bc5f-68d5d177e849;5 Fire;I-5, North of Lake Hughes Rd, Community of Cataic ;34.29931;-118.37539;25;100%;;Los Angeles;2018-01-09 10:24:00;2017-06-03;Los Angeles County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/3/5-fire/;N;
1326;46c4f0c2-6760-4e42-ac2f-ec25c2486628;Creek Fire ;off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella;35.60633;-118.4642;33;100%;;Kern;2018-01-09 10:24:00;2017-06-04;Kern County Fire Department, CAL FIRE and Bureau of Land Management;;https://www.fire.ca.gov/incidents/2017/6/4/creek-fire/;N;
1327;07cb7d4c-a40e-4265-86df-9f3c3c1d6764;Dehesa Fire;off of Dehesa Rd and Sloane Canyon Rd, Dehesa;0.0;0.0;12;100%;;San Diego;2018-01-09 10:25:00;2017-06-04;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2017/6/4/dehesa-fire/;N;
1328;80f2c7d1-d28d-43d0-97a3-ff53cc991a8c;Spring Fire ;off of Spring Branch Rd, 7 miles east of Cottonwood;40.38944;-122.13088;78;100%;;Tehama;2018-01-09 10:25:00;2017-06-04;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2017/6/4/spring-fire/;N;
1329;b02f2513-9359-45e2-9971-08f7b1f0dc0f;River Fire;east of Hwy 395, Doyle;40.03392;-120.1064;67;100%;;Lassen;2018-01-09 10:26:00;2017-06-04;CAL FIRE Lassen-Modoc Unit;;https://www.fire.ca.gov/incidents/2017/6/4/river-fire/;N;
1330;7ea6269d-6ba3-41e1-aff6-b4da1c6611d1;Shirleon Fire ;Old Banning Idyllwild Road & Mount Edna Road, Banning;33.87107;-116.88097;10;100%;;Riverside;2018-01-09 10:26:00;2017-06-04;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/4/shirleon-fire/;N;
1331;304c7c4c-140e-40f4-ac9f-36926c07e5fc;Fish Fire;Hwy 24, Orinda  ;37.86549;-122.2102;20;100%;;Contra Costa;2018-01-09 10:26:00;2017-06-05;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2017/6/5/fish-fire/;N;
1332;8bba8daf-8d47-43e7-8593-fdfa2dea5228;Pine Fire;Pine Mountain Rd., 10 miles NE of Bakersfield;35.564124;-118.796513;10;100%;;Kern;2018-01-09 10:27:00;2017-06-05;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/6/5/pine-fire/;N;
1333;549222c5-1be6-4453-896a-caebd19b0bee;Wilbur Fire;Wilbur rd, north of Oroville Dam blvd    ;39.52499;-121.64897;91;100%;;Butte;2018-01-09 10:27:00;2017-06-06;CAL FIRE/Butte County Fire;;https://www.fire.ca.gov/incidents/2017/6/6/wilbur-fire/;N;
1334;f8b61fab-bd14-4e92-960a-d512693ea8e5;Whitepine Fire;Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ;41.8721;-122.4571;46;100%;;Siskiyou;2018-01-09 10:27:00;2017-06-06;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2017/6/6/whitepine-fire/;N;
1335;6802ed2f-5a5a-4a38-a236-e5a688639b6f;Dinely Fire;off of Dinely Drive in Three Rivers, northeast of Lake Kaweah;36.45809;-118.87676;339;100%;;Tulare;2018-01-09 10:28:00;2017-06-07;CAL FIRE Tulare Unit;;https://www.fire.ca.gov/incidents/2017/6/7/dinely-fire/;N;
1336;f62bd692-7aae-4e46-8284-239150acced0;26 Fire;off of Road 29, north of Ave 26, east of Chowchilla;37.12759;-120.0193;157;100%;;Madera;2018-01-09 10:28:00;2017-06-07;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/6/7/26-fire/;N;
1337;2ef06870-3602-4f1a-878d-962f7259ad46;Bodfish Fire;5 miles south of Lake Isabella;35.59804;-118.47939;206;100%;;Kern;2018-01-09 10:29:00;2017-06-10;Kern County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/10/bodfish-fire/;N;
1338;b52a8c70-e431-4fce-abcd-98f892262b2f;Island Fire;off Cocopah Rd and Ocean Bridge, northeast of Winterhaven;32.779139;-114.578415;0;100%;;;2018-01-09 10:29:00;2017-06-09;Bureau of Land Management;;https://www.fire.ca.gov/incidents/2017/6/9/island-fire/;N;
1339;b11adfe0-b74d-4321-b1bd-3fc0b8f0929b;Breckenridge Fire;Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ;35.37351;-118.84134;35;100%;;Kern;2018-01-09 10:29:00;2017-06-09;Kern County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/9/breckenridge-fire/;N;
1340;b9142a59-e3dd-4797-b6ed-c5c847b16f67;Hog Fire;Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield;35.80375;-120.52508;14;100%;;Monterey;2018-01-09 10:29:00;2017-06-09;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/6/9/hog-fire/;N;
1341;d11a4f65-9523-40d8-989a-6603705e9638;Oakwood Fire;Oakwood Road and Road 406, northeast of Madera;37.0825;-119.8011;1,431;100%;;Madera;2018-01-09 10:30:00;2017-06-10;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/6/10/oakwood-fire/;N;
1342;a8e4aa40-5e2a-4fd8-a858-d673576cda73;Wild Fire;Jensen Ave at Ohio Ave, Mendota;36.704679;-120.405077;186;100%;;Fresno;2018-01-09 10:30:00;2017-06-11;CAL FIRE Fresno Unit / Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/6/11/wild-fire/;N;
1343;7d9de7fd-f95d-4edb-bda6-804b734eedc8;Refuge Fire;Knoxville Rd and Eastside Rd, north end of Lake Berryessa ;38.68347;-122.2654;22;100%;;Napa;2018-01-09 10:31:00;2017-06-13;Sonoma-Lake Napa Unit;;https://www.fire.ca.gov/incidents/2017/6/13/refuge-fire/;N;
1344;f32d4562-5032-4645-ac8f-afb3fab4c704;Pleyto Fire;New Pleyto Road cross of Stern st, Lockwood;35.902149;-120.983684;32;100%;;Monterey;2018-01-09 10:30:00;2017-06-11;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/6/11/pleyto-fire/;N;
1345;a9d270c5-aacb-4dad-a34e-ab28a7192248;Monterey Fire;off South Monterey Ave. & W South Ave., near Tranquillity ;36.616986;-120.369347;450;100%;;Fresno;2018-01-09 10:30:00;2017-06-11;CAL FIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/6/11/monterey-fire/;N;
1346;0956bfcb-8915-4163-b4ed-4f3a6ab32895;Tivy Fire;near Tivy Mountain;36.8005;-119.35901;76;100%;;Fresno;2018-01-09 10:31:00;2017-06-11;CALFIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/6/11/tivy-fire/;N;
1347;5d521085-d92f-4664-b17b-732783658daa;Red Fire;Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp;37.85137;-120.45268;38;100%;;Tuolumne;2018-01-09 10:31:00;2017-06-11;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2017/6/11/red-fire/;N;
1348;67ba6e61-b5ca-48f4-8e56-9cedeaeb65ea;Valley Fire;San Ignacio Road and East Benton Road, Temecula;33.584036;-116.972036;33;100%;;Riverside;2018-01-09 10:32:00;2017-06-13;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/13/valley-fire/;N;
1349;2d09e106-116c-4a9f-a3de-dae03df6de6a;Platina Fire;Platina Road, 12 Miles West of Ono;0.0;0.0;21;100%;;Shasta;2018-01-09 10:32:00;2017-06-13;CAL FIRE Shasta_Trintiy Unit;;https://www.fire.ca.gov/incidents/2017/6/13/platina-fire/;N;
1350;3fc7de4e-3a0f-45e9-be1f-801f88770883;Douglas Fire;Hwy. 76 & College Blvd., Oceanside, Camp Pendleton;33.23281;-117.29509;50;100%;;San Diego;2018-01-09 10:32:00;2017-06-13;MCI Camp Pendleton;;https://www.fire.ca.gov/incidents/2017/6/13/douglas-fire/;N;
1351;5f0c7697-7be3-49af-b98c-f5789e3ca6f9;King Fire;Off of Hot Springs Road, west of the community of California Hot Springs;35.8556;-118.74542;135;100%;;Tulare;2018-01-09 10:32:00;2017-06-13;CAL FIRE Tulare Unit;;https://www.fire.ca.gov/incidents/2017/6/13/king-fire/;N;
1352;338af3e2-098b-4d1b-8f98-6020b212b68f;Reed Fire;off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga;33.52584;-116.85226;20;100%;;Riverside;2018-01-09 10:32:00;2017-06-13;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/13/reed-fire/;N;
1353;1c51deff-5b43-4f54-8acc-a682f830815a;Lucy Fire;off of Lucy Brown Rd, south of Hwy 41;35.6871;-120.3187;150;100%;;San Luis Obispo;2018-01-09 10:33:00;2017-06-14;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/6/14/lucy-fire/;N;
1354;1dfae538-fd95-4454-865d-3d74e4b56665;Westfall Fire;west of  Westfall Road and north of Whiterock Road;37.36914;-120.0088;63;100%;;Mariposa;2018-01-09 10:33:00;2017-06-15;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/6/15/westfall-fire/;N;
1355;380df891-161a-44c7-a244-d7dda9d5fd32;Canyon Fire;Banning;33.950382;-116.884446;105;100%;;Riverside;2018-01-09 10:33:00;2017-06-15;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/15/canyon-fire/;N;
