IncidentId,UniqueId,Name,Location,Latitude,Longitude,AcresBurnedDisplay,PercentContainedDisplay,ExternalIncidentLink,CountiesList,UpdatedDate,StartedDate,AdminUnit,IncidentTypeDisplay,Url,IsActive
3215,f3558310-247c-4913-a08b-68d568abdf4b,Colorado Fire,Palo Colorado Canyon, Big Sur, south of Carmel-by-the-sea,36.396461,-121.880533,687,100%,,Monterey,2022-02-03 11:08:21,2022-01-21,CAL FIRE San Benito Monterey Unit & Mid Coast Fire,Wildfire,https://www.fire.ca.gov/incidents/2022/1/21/colorado-fire/,N,
3248,b211e55a-9b50-4e22-b014-55a6e4b27001,Willow Fire ,Willow Pass Court and Willow Pass Road, near Bay Point,38.015611,-121.998735,28,100%,,Contra Costa,2022-05-20 18:42:51,2022-05-20,CAL FIRE Santa Clara ,Wildfire,https://www.fire.ca.gov/incidents/2022/5/20/willow-fire/,N,
3249,5947bdd0-c00a-49a3-bea2-c0208cbd7e6f,Dunnigan Fire ,County Road 11 and County Rd 85, South West of Dunnigan,38.824462,-122.049621,120,100%,,Yolo,2022-05-20 18:42:27,2022-05-20,CAL FIRE Sonoma Lake Napa Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/5/20/dunnigan-fire/,N,
3250,6dc17c08-d206-4ca5-a53c-cf26d2d7cfd3,Owens Fire,Hwy 1 and Bill Owens Rd, Point Arena ,38.8733747,-123.6641833,36,100%,,Mendocino,2022-05-23 07:48:38,2022-05-20,CAL FIRE Mendocino Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/5/20/owens-fire/,N,
3251,c87b3af5-8bb8-4e20-8b8b-0e035635f8ea,Quail Fire,Quail Canyon Rd and Pleasents Valley Rd,  southwest of Winters ,38.467322,-122.051923,135,100%,,Solano,2022-05-23 17:56:46,2022-05-21,CAL FIRE Solano-Lake-Napa Unit,Fire,https://www.fire.ca.gov/incidents/2022/5/21/quail-fire/,N,
3252,3564711f-73f7-4aae-b550-e2c51f81b780,Wilder Fire,Wilder Road and Plains Drive, southwest of Red Bluff,40.150329,-122.275649,90,100%,,Tehama,2022-05-24 15:46:54,2022-05-24,CAL FIRE Tehama-Glenn Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/5/24/wilder-fire/,N,
3253,b0f0e47b-416f-498c-8239-fd3ddd7d6abc,Edward Fire,Near County Road 200 and County Road FF, northwest of Orland,39.761232,-122.229859,,,,Glenn,2022-06-01 10:16:08,2022-05-24,Orland Fire Department,Fire,https://www.fire.ca.gov/incidents/2022/5/24/edward-fire/,N,
3254,98953233-d2bd-4704-a6dc-122d14e388f6,River Fire ,Hwy 45 and Brown Road,39.2333948,-122.0246463,595,100%,,Colusa,2022-06-01 08:52:56,2022-05-24,Sacramento River Fire District,Wildfire,https://www.fire.ca.gov/incidents/2022/5/24/river-fire/,N,
3255,b22cb518-4c4e-439b-a8e8-5597fe45789e,Bull Fire ,Cuyama Highway and Twitchell Dam Road, northeast of Santa Maria,35.0155237,-120.3564497,48,100%,,San Luis Obispo,2022-05-24 17:30:23,2022-05-24,CAL FIRE San Luis Obispo ,Wildfire,https://www.fire.ca.gov/incidents/2022/5/24/bull-fire/,N,
3256,61c7f0a0-3f9e-4665-92b0-3f135987907a,Elk Fire,Elk Trail , South end of Yucca Valley ,34.090619,-116.447636,431,100%,,San Bernardino,2022-05-31 08:22:40,2022-05-26,San Bernardino County Fire, Joshua Tree National Park,Wildfire,https://www.fire.ca.gov/incidents/2022/5/26/elk-fire/,N,
3257,e0d1fd77-071f-4892-9738-49baba9658f3,Lost Lake Fire ,Hwy 95 and Lost Lake, Community of Lost Lake in Riverside County,34.010838,-114.484173,5,856,100%,,Riverside,2022-06-08 09:00:47,2022-05-26,Colorado River Agency Bureau of Indian Affairs,Wildfire,https://www.fire.ca.gov/incidents/2022/5/26/lost-lake-fire/,N,
3259,51a14af6-7c52-4666-8805-da3f0d07923d,Old Fire,Old Soda Springs Road, northeast of Napa,38.370078,-122.270417,570,100%,,Napa,2022-06-07 16:03:34,2022-05-31,CAL FIRE Sonoma-Lake-Napa Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/5/31/old-fire/,N,
3260,ab7f7bfd-8c3d-4199-8caa-bfc192dc29a4,Range Fire,Hwy 223 and Deertrail Drive,  west of Tehachapi,35.199501,-118.721683,93,100%,,Kern,2022-06-04 17:42:34,2022-06-03,Kern County Fire Department & CAL FIRE Tulare,Wildfire,https://www.fire.ca.gov/incidents/2022/6/3/range-fire/,N,
3261,4c22250d-5076-4a2a-aaf8-58565c49f314,62 Fire,Avenue 62 and Monroe Street, East of La Quinta,33.59823,-116.23339,60,100%,,Riverside,2022-09-13 08:38:45,2022-06-04,Bureau of Indian Affairs,Wildfire,https://www.fire.ca.gov/incidents/2022/6/4/62-fire/,N,
3262,34303301-ad09-441b-a2e5-91d206a66218,Eagle Fire,Bald Eagle and Lazy Hill Road, northeast of Paso Robles ,35.72373,-120.56019,36,100%,,San Luis Obispo,2022-06-10 08:07:57,2022-06-06,CAL FIRE SAN LUIS OBISPO UNIT,Wildfire,https://www.fire.ca.gov/incidents/2022/6/6/eagle-fire/,N,
3263,968e2f0c-5255-4a21-b166-c9a06a645825,Hesperia Fire,Hwy 138 and Hwy 173, Hesperia ,34.31267,-117.34635,95,100%,,San Bernardino,2022-07-18 11:23:08,2022-06-06,San Bernardino County Fire,Wildfire,https://www.fire.ca.gov/incidents/2022/6/6/hesperia-fire/,N,
3264,d63827d6-1fa3-4a9d-8a21-a5d2549adc5a,Marsh Fire,Marsh Creek Road and Walnut Boulevard, South of Brentwood in Contra Costa County,37.895892,-121.696808,159,100%,,Contra Costa,2022-06-10 18:56:17,2022-06-09,Unified Command: CAL FIRE, Contra Costa Fire Department ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/9/marsh-fire/,N,
3265,9e92e949-1e1c-47b7-9a46-71664466a15c,Park Fire,Bangor Park Road and Sunrise Hill Road, Bangor in Butte County,39.385829,-121.431372,54,100%,,Butte,2022-06-11 17:08:25,2022-06-09,CAL FIRE Butte County Fire ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/9/park-fire/,N,
3266,58ba3463-14d8-4ac7-86c3-aaeb920de442,Graham Fire,Ishi Wilderness and Wildcat Creek,  east of Los Molinos in Tehama County. ,40.05,-121.776,100,100%,,Tehama,2022-06-20 14:03:11,2022-06-10,Lassen National Forest ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/10/graham-fire/,N,
3267,f7f9f401-e8b5-423f-b0da-13011200b213,Plant Fire,Interstate 5 and Grapevine Rd, Grapevine,34.9324042,-118.9253809,517,100%,,Kern,2022-06-23 07:42:38,2022-06-11,Kern County Fire ,Fire,https://www.fire.ca.gov/incidents/2022/6/11/plant-fire/,N,
3268,cc000d68-f79b-447c-b67f-976d820ec702,Brandie Fire,Brandie Drive and Loma Rica Rd, northeast of Marysville.  Yuba County,39.319804,-121.392285,72,100%,,Yuba,2022-06-16 07:02:13,2022-06-11,CAL FIRE Nevada-Yuba-Placer Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/11/brandie-fire/,N,
3269,d0c68cde-731a-4409-a810-32c7d326ce54,Sheep Fire,Hwy 2 and Sheep Creek Road, North East of Wrightwood in San Bernardino County,34.355593,-117.61508,865,100%,,San Bernardino,2022-06-20 14:02:35,2022-06-12,Angeles National Forest,Wildfire,https://www.fire.ca.gov/incidents/2022/6/12/sheep-fire/,N,
3270,3eb84741-bc4e-4beb-aeb3-6f485fca145c,Barrett Fire,Hwy 94 and Barrett Rd, Barrett in San Diego County,32.8134303,-116.5882585,65,100%,,San Diego,2022-06-15 16:57:36,2022-06-12,CAL FIRE San Diego Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/12/barrett-fire/,N,
3271,954eef2a-0cff-404d-a2b4-d0acbcf8d3de,Border 13 Fire ,East of Marron Valley near Border Road in San Diego County. ,32.614832,-116.737119,577,100%,,San Diego,2022-06-16 17:49:16,2022-06-13,CAL FIRE San Diego,Wildfire,https://www.fire.ca.gov/incidents/2022/6/13/border-13-fire/,N,
3272,2c095f28-ae55-4a23-9378-2a74989e889f,Rancho Fire,Rancho Tehama Road and Alpine Drive, northwest of Corning,40.00919,-122.45621,593,100%,,Tehama,2022-06-20 14:02:18,2022-06-13,CAL FIRE Tehama-Glenn Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/13/rancho-fire/,N,
3273,f8587978-ae8b-409d-8540-0c4aaa952d54,Border 16,Marron Valley Rd and Tecate Creek, south of Dulzura,32.567333,-116.750667,70,100%,,San Diego,2022-06-22 19:50:20,2022-06-21,CAL FIRE San Diego Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/21/border-16/,N,
3274,eb1d79f9-a00a-4fc8-b979-5fb00e24da0b,Edgewood,Rocky Way and Eastview Way at Edgewood County Park ,37.459222,-122.27742,20,100%,,Santa Cruz,2022-06-27 19:22:18,2022-06-21,CAL FIRE San Mateo-Santa Cruz Unit
Redwood City Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2022/6/21/edgewood/,N,
3276,49ce10fd-94f9-48ee-890f-3b63b1aa84ea,Thunder Fire ,Edmonston Pump Plant Rd East of Interstate 5, South of Bakersfield,34.936618,-118.889446,2,500,100%,,Kern,2022-06-27 19:24:19,2022-06-22,Kern County Fire Department & CAL FIRE Tulare Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/22/thunder-fire/,N,
3277,78bea37e-7334-4f49-a8dd-1c9a593b47d1,99 Fire,Hwy 99 and Deniz Brothers Lane,39.37879,-121.68694,66,100%,,Butte,2022-06-22 20:01:52,2022-06-22,CAL FIRE Butte Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/22/99-fire/,N,
3278,5fa0ad1e-4624-4257-bb31-3eb5af1e6116,Scenic Fire ,Carquinez Scenic Dr and Canyon Lake Dr,  east of Crokett,38.046255,-122.191103,120,100%,,Contra Costa,2022-06-25 19:31:21,2022-06-23,CAL FIRE Santa Clara Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/23/scenic-fire/,N,
3279,974e000a-7b64-4542-aba7-e0c33117870a,Canyon Fire ,Kilkare Road, near Sunol,37.642217,-121.903018,71,100%,,Alameda,2022-07-01 16:55:03,2022-06-23,Unified Command : CAL FIRE Santa Clara Unit & Alameda County Fire Department  & Livermore Pleasanton Fire Department ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/23/canyon-fire/,N,
3280,769b01fc-2018-420a-92b2-5e2ccb296894,Tesla Fire,Tesla Road and Corall Hollow Rd, 11 miles southeast of Livermore in Alameda County,37.365652,-121.556086,524,100%,,Alameda,2022-06-25 07:49:18,2022-06-23,CAL FIRE Santa Clara Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/23/tesla-fire/,N,
3281,3f3fd217-c2b6-444c-bf90-a2168bf9b40e,Timm Fire,Buena Vista Lane and Timm Road north of Vacaville in Solano County,38.42619,-121.97785,26,100%,,Solano,2022-06-24 15:14:56,2022-06-23,CAL FIRE Sonoma Lake Napa Unit  (LNU),Wildfire,https://www.fire.ca.gov/incidents/2022/6/23/timm-fire/,N,
3282,13541b69-799a-4a8b-ade9-0bdefc254f73,Romero Fire,Santa Nella near O'Neill Forebay in Merced County,38.42619,-121.97785,422,100%,,Merced,2022-06-24 07:25:28,2022-06-23,CAL FIRE Madera-Mariposa-Merced Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/23/romero-fire/,N,
3283,88867d1f-eb64-4966-b86d-115c913cae39,Kirker Fire ,Kirker Pass Rd and Black Diamond Trail, northeast of Clayton,37.97689,-121.908735,90,100%,,Contra Costa,2022-06-24 20:00:57,2022-06-24,CAL FIRE Santa Clara Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/24/kirker-fire/,N,
3284,06deb062-3940-44f0-a984-f9cb80ed1e4b,Union Fire,Clay Street and General Road, Jurupa Valley in Riverside County,33.968307,-117.462524,110,100%,,Riverside,2022-06-30 17:46:13,2022-06-25,Riverside County Fire,Wildfire,https://www.fire.ca.gov/incidents/2022/6/25/union-fire/,N,
3285,78fccf47-afdf-4e7a-bcd3-10c574b5dad2,Ridge Fire,Rainbow ridge , West of Mount Shasta in Siskiyou County. ,41.317476,-122.359698,12,100%,,Siskiyou,2022-06-29 18:51:43,2022-06-26,Unified Command: CAL FIRE Siskiyou and United States Forest Service,Wildfire,https://www.fire.ca.gov/incidents/2022/6/26/ridge-fire/,N,
3286,2ea11a5a-70bd-4cea-bddc-466de28b4a8d,Roblar Fire ,Roblar Road and Canfield Road. southwest of Rohnert Park,38.323263,-122.796221,63,100%,,Sonoma,2022-06-27 18:35:58,2022-06-27,CAL FIRE Sonoma-Lake-Napa Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/27/roblar-fire/,N,
3287,5316b89a-f041-498b-8ff9-af00c89c2979,Redwood Fire,Interstate 101 & Redwood Landfill, southeast of Petaluma ,38.163521,-122.574563,113,100%,,Marin,2022-06-28 19:41:27,2022-06-27,Marin County Fire ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/27/redwood-fire/,N,
3288,b3b6407b-cafa-4f42-bc9e-6e0e286717c4,Burrows Fire ,County Rd 306 and County Rd 315, north of Elk Creek,39.713372,-122.55002,317,100%,,Glenn,2022-06-29 18:51:18,2022-06-28,CAL FIRE Tehama-Glenn Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/28/burrows-fire/,N,
3289,5d545430-bff5-4c5e-befa-d3139e19da30,Camino Fire,Husana Road and Mary Hall Road, north of Nipomo in San Luis Obispo County,35.136141,-120.437395,387,100%,,San Luis Obispo,2022-07-02 08:07:56,2022-06-28,CAL FIRE San Luis Obispo Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/28/camino-fire/,N,
3290,de8403a1-4f40-499e-a83e-de3261c57b37,Rices Fire,Rices Crossing Road and Cranston Road, south of Dobbins in Nevada County,39.319145,-121.192271,904,100%,,Nevada,2022-07-13 14:22:23,2022-06-28,CAL FIRE Nevada-Yuba-Placer Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/28/rices-fire/,N,
3291,77ceaa27-dedd-4703-9db1-5d80e9322f53,Evan Hewes,Evan Hewes Hwy and Jessup Rd, West of Seeley ,32.79106,-115.71861,,,https://firedept.imperialcounty.org/,Imperial,2022-07-05 15:36:21,2022-06-29,Imperial County Fire,Wildfire,https://www.fire.ca.gov/incidents/2022/6/29/evan-hewes/,N,
3292,d87c11f9-0995-4802-91c5-f99f7e97d75f,Nelson Fire,Nelson Avenue and Wilber Road,  west of Oroville,39.524038,-121.650851,250,100%,,Butte,2022-07-01 11:19:55,2022-06-30,CAL FIRE Butte Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/6/30/nelson-fire/,N,
3293,90b3f3dc-c374-4376-876e-6aad196a05f3,Sandra Fire,Sandra Lane and Wayman Lane, North of Bangor ,39.480813,-121.366789,34,100%,,Butte,2022-07-03 08:12:17,2022-06-30,CAL FIRE Butte Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/6/30/sandra-fire/,N,
3294,b57e64d6-701c-475e-a048-b81d21bef97d,Table Fire,White Thorne Road and Auberry Road, Table Mountain in Fresno County,37.013878,-119.576797,52,100%,,Fresno,2022-07-06 19:59:24,2022-07-01,CAL FIRE Fresno-Kings Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/1/table-fire/,N,
3295,8877e37e-7656-47ef-9881-dfd9653f36a4,Garrison Fire,Hwy 101 and East Garrison, near Camp Roberts in Monterey County,35.8640822,-120.819059,138,100%,,Monterey,2022-07-06 20:04:05,2022-07-04,Unified Command: CAL FIRE San Benito-Monterey and Camp Roberts Army Base. ,Wildfire,https://www.fire.ca.gov/incidents/2022/7/4/garrison-fire/,N,
3296,9e30ecfb-a068-4935-a67b-bf52337f1dfd,Electra Fire,Electra Road and Hwy 49, southeast of Jackson in Amador County,38.334802,-120.665415,4,478,100%,,Amador, Calaveras,2022-07-28 07:32:46,2022-07-04,CAL FIRE Amador-El Dorado Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/4/electra-fire/,N,
3297,157977a9-25b9-4550-883e-13847244b92f,Jan-Dar Fire,Jan-Dar Rd and Oro Bangor Hwy, Community of Bangor in Butte County. ,39.42972,-121.430071,30,100%,,Butte,2022-07-06 08:04:48,2022-07-04,CAL FIRE Butte County Fire ,Wildfire,https://www.fire.ca.gov/incidents/2022/7/4/jan-dar-fire/,N,
3298,67d518ac-2edf-4809-bb0e-748ebe27f9a7,Nome Fire,Hwy 162 and Short Creek Rd in Covelo CA, Mendocino County,39.8166571,-123.2055576,20,100%,,Mendocino,2022-07-06 08:03:06,2022-07-05,CAL FIRE Mendocino Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/5/nome-fire/,N,
3299,39d88789-80ba-4a50-b96a-bddefd6593a3,Bay Fire,Marysville Rd at Bayberry Ln in Browns Valley ,39.300253,-121.372749,30,100%,,Yuba,2022-07-12 14:56:21,2022-07-08,CAL FIRE Nevada-Yuba-Placer Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/7/8/bay-fire/,N,
3300,776de6ba-3e3c-4388-b257-44e8c9231a95,Washburn Fire,Hwy 41 and Mariposa Grove Road, Fish Camp in Mariposa County,37.499,-119.614,4,886,100%,https://inciweb.nwcg.gov/incident/8209/,Mariposa,2022-08-06 07:33:30,2022-07-07,Yosemite National Park,Wildfire,https://www.fire.ca.gov/incidents/2022/7/7/washburn-fire/,N,
3301,6835535e-9016-4297-a743-c657e76e39d3,Porter Fire,Porter Road and Camp Far West Road, east of Wheatland,39.020051,-121.344587,166,100%,,Placer,2022-07-11 08:34:46,2022-07-09,Nevada-Yuba-Placer Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/9/porter-fire/,N,
3302,7a9b1646-9b86-4721-b99d-9cfe02ba1fec,Harbison,Harbison Canyon Road and Los Caballos Lane, Harbison Canyon in San Diego County,32.7947379,-116.8460273,37,100%,,San Diego,2022-07-15 08:35:59,2022-07-12,CAL FIRE San Diego Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/12/harbison/,N,
3303,d52a1e49-8d6b-4982-b931-29032439e870,Herman Fire,Lake Herman Rd and Reservoir Rd, Benicia Ca,38.0936839,-122.1347757,115,100%,,Solano,2022-07-14 07:21:42,2022-07-13,Unified Command: CAL FIRE Sonoma-Lake-Napa Unit and Benicia Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2022/7/13/herman-fire/,N,
3304,0539f658-3625-4601-a3d3-9f0e887c2415,Peter Fire ,Peter Pan Gulch Rd and Olinda Rd,40.4411992,-122.3182313,304,100%,,Shasta,2022-07-20 08:08:58,2022-07-14,CAL FIRE Shasta-Trinity Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/14/peter-fire/,N,
3305,aa364bd9-d718-4583-97f3-18d0fcd0ce4a,Grant Fire,Off Boys Ranch Rd. Sloughhouse, Ca.,38.5570067,-121.1183895,74,100%,,Sacramento,2022-07-16 19:13:35,2022-07-14,CAL FIRE Amador-El Dorado Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/14/grant-fire/,N,
3306,632bea0c-612e-42fa-8b27-b3514c734da2,Rainbow Fire,Rainbow Ridge and Stagecoach Rd northwest of Corning,40.010233,-122.433855,60,100%,,Tehama,2022-07-19 08:58:51,2022-07-16,CAL FIRE Tehama Glenn Unit,Wildfire,https://www.fire.ca.gov/incidents/2022/7/16/rainbow-fire/,N,
3307,a1c796a1-d98d-4420-acb5-f30924c7966d,Riosa Fire,Riosa Road and Karchner Road, 3 miles southeast of Wheatland in Placer County,38.9848309,-121.340201,38,100%,,Placer,2022-07-18 08:23:34,2022-07-17,CAL FIRE NEU,Wildfire,https://www.fire.ca.gov/incidents/2022/7/17/riosa-fire/,N,
3308,6a5cd16b-55a8-4104-aa28-0e0490b4aca9,Border 27 Fire,East of Chula Vista in San Diego County,32.6077664,-116.6077664,100,100%,,San Diego,2022-07-20 09:44:21,2022-07-17,CAL FIRE San Diego Unit (MVU),Wildfire,https://www.fire.ca.gov/incidents/2022/7/17/border-27-fire/,N,
3309,398d0989-c034-4da7-854c-79e392d081b2,Bell Fire,Bell Springs Road at Southside of Blue Rock in Mendocino County,39.90557,-123.598273,43,100%,,Mendocino,2022-07-20 08:07:51,2022-07-17,CAL FIRE MEU,Wildfire,https://www.fire.ca.gov/incidents/2022/7/17/bell-fire/,N,
3310,5e02c4ff-003c-42a9-a3c5-6e104ecabb02,Agua Fire,Hwy 140 and Agua Fira Rd, West of Mariposa ,37.481701,-120.02107,421,100%,,Mariposa,2022-07-23 07:42:02,2022-07-18,CAL FIRE Madera-Mariposa-Merced Unit ,Wildfire,https://www.fire.ca.gov/incidents/2022/7/18/agua-fire/,N,
